name,datetime,value_mwhd
SummeEKV_LPZGR300_MGTV,2024-01-23 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-24 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-25 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-26 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-27 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-28 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-29 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-30 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-01-31 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-01 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-02 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-03 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-04 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-05 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-06 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-07 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-08 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-09 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-10 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-11 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-12 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-13 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-14 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-15 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-16 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-17 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-18 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-19 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-20 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-21 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-22 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-23 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-24 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-25 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-26 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-27 16:00:00,0.0
SummeEKV_LPZGR300_MGTV,2024-02-28 16:00:00,0.0
SummeEKV_LPZKL300_MGO,2024-01-01 16:00:00,77264.434
SummeEKV_LPZKL300_MGO,2024-01-02 16:00:00,82187.104
SummeEKV_LPZKL300_MGO,2024-01-03 16:00:00,82079.605
SummeEKV_LPZKL300_MGO,2024-01-04 16:00:00,86110.333
SummeEKV_LPZKL300_MGO,2024-01-05 16:00:00,82738.086
SummeEKV_LPZKL300_MGO,2024-01-06 16:00:00,81933.639
SummeEKV_LPZKL300_MGO,2024-01-07 16:00:00,99926.516
SummeEKV_LPZKL300_MGO,2024-01-08 16:00:00,142897.832
SummeEKV_LPZKL300_MGO,2024-01-09 16:00:00,138113.58
SummeEKV_LPZKL300_MGO,2024-01-10 16:00:00,118130.66
SummeEKV_LPZKL300_MGO,2024-01-11 16:00:00,114280.454
SummeEKV_LPZKL300_MGO,2024-01-12 16:00:00,125606.102
SummeEKV_LPZKL300_MGO,2024-01-13 16:00:00,96738.039
SummeEKV_LPZKL300_MGO,2024-01-14 16:00:00,103431.957
SummeEKV_LPZKL300_MGO,2024-01-15 16:00:00,111803.996
SummeEKV_LPZKL300_MGO,2024-01-16 16:00:00,112100.267
SummeEKV_LPZKL300_MGO,2024-01-17 16:00:00,106917.632
SummeEKV_LPZKL300_MGO,2024-01-18 16:00:00,107449.6
SummeEKV_LPZKL300_MGO,2024-01-19 16:00:00,101736.775
SummeEKV_LPZKL300_MGO,2024-01-20 16:00:00,98323.902
SummeEKV_LPZKL300_MGO,2024-01-21 16:00:00,106464.387
SummeEKV_LPZKL300_MGO,2024-01-22 16:00:00,108370.682
SummeEKV_LPZKL300_MGO,2024-01-23 16:00:00,96545.114
SummeEKV_LPZKL300_MGO,2024-01-24 16:00:00,91064.989
SummeEKV_LPZKL300_MGO,2024-01-25 16:00:00,90551.79
SummeEKV_LPZKL300_MGO,2024-01-26 16:00:00,84015.462
SummeEKV_LPZKL300_MGO,2024-01-27 16:00:00,82879.699
SummeEKV_LPZKL300_MGO,2024-01-28 16:00:00,94585.316
SummeEKV_LPZKL300_MGO,2024-01-29 16:00:00,104380.417
SummeEKV_LPZKL300_MGO,2024-01-30 16:00:00,102877.82
SummeEKV_LPZKL300_MGO,2024-01-31 16:00:00,98695.053
SummeEKV_LPZKL300_MGO,2024-02-01 16:00:00,92993.727
SummeEKV_LPZKL300_MGO,2024-02-02 16:00:00,80601.943
SummeEKV_LPZKL300_MGO,2024-02-03 16:00:00,72549.185
SummeEKV_LPZKL300_MGO,2024-02-04 16:00:00,76956.426
SummeEKV_LPZKL300_MGO,2024-02-05 16:00:00,84537.736
SummeEKV_LPZKL300_MGO,2024-02-06 16:00:00,85388.835
SummeEKV_LPZKL300_MGO,2024-02-07 16:00:00,84087.239
SummeEKV_LPZKL300_MGO,2024-02-08 16:00:00,81097.388
SummeEKV_LPZKL300_MGO,2024-02-09 16:00:00,74330.965
SummeEKV_LPZKL300_MGO,2024-02-10 16:00:00,69811.475
SummeEKV_LPZKL300_MGO,2024-02-11 16:00:00,79891.629
SummeEKV_LPZKL300_MGO,2024-02-12 16:00:00,91704.715
SummeEKV_LPZKL300_MGO,2024-02-13 16:00:00,94690.465
SummeEKV_LPZKL300_MGO,2024-02-14 16:00:00,90435.346
SummeEKV_LPZKL300_MGO,2024-02-15 16:00:00,85238.282
SummeEKV_LPZKL300_MGO,2024-02-16 16:00:00,76055.125
SummeEKV_LPZKL300_MGO,2024-02-17 16:00:00,70207.019
SummeEKV_LPZKL300_MGO,2024-02-18 16:00:00,78421.415
SummeEKV_LPZKL300_MGO,2024-02-19 16:00:00,87161.665
SummeEKV_LPZKL300_MGO,2024-02-20 16:00:00,86549.115
SummeEKV_LPZKL300_MGO,2024-02-21 16:00:00,84103.307
SummeEKV_LPZKL300_MGO,2024-02-22 16:00:00,83622.12
SummeEKV_LPZKL300_MGO,2024-02-23 16:00:00,87702.576
SummeEKV_LPZKL300_MGO,2024-02-24 16:00:00,103898.014
SummeEKV_LPZKL300_MGO,2024-02-25 16:00:00,127516.268
SummeEKV_LPZKL300_MGO,2024-02-26 16:00:00,83947.308
SummeEKV_LPZKL300_MGO,2024-02-27 16:00:00,84516.228
SummeEKV_LPZKL300_MGO,2024-02-28 16:00:00,84781.813
SummeEKV_LPZKL300_MGTV,2024-01-01 16:00:00,11253.968
SummeEKV_LPZKL300_MGTV,2024-01-02 16:00:00,12025.088
SummeEKV_LPZKL300_MGTV,2024-01-03 16:00:00,12138.883
SummeEKV_LPZKL300_MGTV,2024-01-04 16:00:00,12690.344
SummeEKV_LPZKL300_MGTV,2024-01-05 16:00:00,12415.321
SummeEKV_LPZKL300_MGTV,2024-01-06 16:00:00,12553.473
SummeEKV_LPZKL300_MGTV,2024-01-07 16:00:00,15218.246
SummeEKV_LPZKL300_MGTV,2024-01-08 16:00:00,17875.726
SummeEKV_LPZKL300_MGTV,2024-01-09 16:00:00,18186.04
SummeEKV_LPZKL300_MGTV,2024-01-10 16:00:00,18143.176
SummeEKV_LPZKL300_MGTV,2024-01-11 16:00:00,17592.644
SummeEKV_LPZKL300_MGTV,2024-01-12 16:00:00,16366.149
SummeEKV_LPZKL300_MGTV,2024-01-13 16:00:00,15252.699
SummeEKV_LPZKL300_MGTV,2024-01-14 16:00:00,15918.468
SummeEKV_LPZKL300_MGTV,2024-01-15 16:00:00,17397.75
SummeEKV_LPZKL300_MGTV,2024-01-16 16:00:00,17148.6
SummeEKV_LPZKL300_MGTV,2024-01-17 16:00:00,15679.857
SummeEKV_LPZKL300_MGTV,2024-01-18 16:00:00,15853.774
SummeEKV_LPZKL300_MGTV,2024-01-19 16:00:00,16065.457
SummeEKV_LPZKL300_MGTV,2024-01-20 16:00:00,15096.292
SummeEKV_LPZKL300_MGTV,2024-01-21 16:00:00,15554.73
SummeEKV_LPZKL300_MGTV,2024-01-22 16:00:00,15804.476
SummeEKV_LPZKL300_MGTV,2024-01-23 16:00:00,14366.706
SummeEKV_LPZKL300_MGTV,2024-01-24 16:00:00,13516.65
SummeEKV_LPZKL300_MGTV,2024-01-25 16:00:00,13135.961
SummeEKV_LPZKL300_MGTV,2024-01-26 16:00:00,11976.358
SummeEKV_LPZKL300_MGTV,2024-01-27 16:00:00,11987.227
SummeEKV_LPZKL300_MGTV,2024-01-28 16:00:00,13789.373
SummeEKV_LPZKL300_MGTV,2024-01-29 16:00:00,15184.872
SummeEKV_LPZKL300_MGTV,2024-01-30 16:00:00,14908.451
SummeEKV_LPZKL300_MGTV,2024-01-31 16:00:00,14869.603
SummeEKV_LPZKL300_MGTV,2024-02-01 16:00:00,13862.317
SummeEKV_LPZKL300_MGTV,2024-02-02 16:00:00,11665.964
SummeEKV_LPZKL300_MGTV,2024-02-03 16:00:00,10356.126
SummeEKV_LPZKL300_MGTV,2024-02-04 16:00:00,11470.786
SummeEKV_LPZKL300_MGTV,2024-02-05 16:00:00,13309.524
SummeEKV_LPZKL300_MGTV,2024-02-06 16:00:00,13570.719
SummeEKV_LPZKL300_MGTV,2024-02-07 16:00:00,12712.819
SummeEKV_LPZKL300_MGTV,2024-02-08 16:00:00,11460.746
SummeEKV_LPZKL300_MGTV,2024-02-09 16:00:00,9938.739
SummeEKV_LPZKL300_MGTV,2024-02-10 16:00:00,9643.327
SummeEKV_LPZKL300_MGTV,2024-02-11 16:00:00,11692.1
SummeEKV_LPZKL300_MGTV,2024-02-12 16:00:00,13370.054
SummeEKV_LPZKL300_MGTV,2024-02-13 16:00:00,13494.784
SummeEKV_LPZKL300_MGTV,2024-02-14 16:00:00,12948.159
SummeEKV_LPZKL300_MGTV,2024-02-15 16:00:00,11809.928
SummeEKV_LPZKL300_MGTV,2024-02-16 16:00:00,9989.357
SummeEKV_LPZKL300_MGTV,2024-02-17 16:00:00,9011.342
SummeEKV_LPZKL300_MGTV,2024-02-18 16:00:00,10440.499
SummeEKV_LPZKL300_MGTV,2024-02-19 16:00:00,12599.283
SummeEKV_LPZKL300_MGTV,2024-02-20 16:00:00,13141.872
SummeEKV_LPZKL300_MGTV,2024-02-21 16:00:00,12730.319
SummeEKV_LPZKL300_MGTV,2024-02-22 16:00:00,13051.342
SummeEKV_LPZKL300_MGTV,2024-02-23 16:00:00,12669.904
SummeEKV_LPZKL300_MGTV,2024-02-24 16:00:00,10961.139
SummeEKV_LPZKL300_MGTV,2024-02-25 16:00:00,11775.211
SummeEKV_LPZKL300_MGTV,2024-02-26 16:00:00,12928.24
SummeEKV_LPZKL300_MGTV,2024-02-27 16:00:00,12939.661
SummeEKV_LPZKL300_MGTV,2024-02-28 16:00:00,12761.274
SummeEKV_SLP_MGO,2024-01-01 16:00:00,83144.32
SummeEKV_SLP_MGO,2024-01-02 16:00:00,78763.192
SummeEKV_SLP_MGO,2024-01-03 16:00:00,71264.271
SummeEKV_SLP_MGO,2024-01-04 16:00:00,73024.787
SummeEKV_SLP_MGO,2024-01-05 16:00:00,80745.67
SummeEKV_SLP_MGO,2024-01-06 16:00:00,91613.188
SummeEKV_SLP_MGO,2024-01-07 16:00:00,106657.96
SummeEKV_SLP_MGO,2024-01-08 16:00:00,120132.367
SummeEKV_SLP_MGO,2024-01-09 16:00:00,126731.361
SummeEKV_SLP_MGO,2024-01-10 16:00:00,128836.771
SummeEKV_SLP_MGO,2024-01-11 16:00:00,126792.529
SummeEKV_SLP_MGO,2024-01-12 16:00:00,123523.096
SummeEKV_SLP_MGO,2024-01-13 16:00:00,121012.449
SummeEKV_SLP_MGO,2024-01-14 16:00:00,118215.935
SummeEKV_SLP_MGO,2024-01-15 16:00:00,115224.682
SummeEKV_SLP_MGO,2024-01-16 16:00:00,114616.509
SummeEKV_SLP_MGO,2024-01-17 16:00:00,111025.169
SummeEKV_SLP_MGO,2024-01-18 16:00:00,106957.767
SummeEKV_SLP_MGO,2024-01-19 16:00:00,110724.289
SummeEKV_SLP_MGO,2024-01-20 16:00:00,115576.003
SummeEKV_SLP_MGO,2024-01-21 16:00:00,117743.777
SummeEKV_SLP_MGO,2024-01-22 16:00:00,110824.126
SummeEKV_SLP_MGO,2024-01-23 16:00:00,93112.185
SummeEKV_SLP_MGO,2024-01-24 16:00:00,75516.786
SummeEKV_SLP_MGO,2024-01-25 16:00:00,70118.556
SummeEKV_SLP_MGO,2024-01-26 16:00:00,73151.273
SummeEKV_SLP_MGO,2024-01-27 16:00:00,79772.058
SummeEKV_SLP_MGO,2024-01-28 16:00:00,89558.402
SummeEKV_SLP_MGO,2024-01-29 16:00:00,96957.015
SummeEKV_SLP_MGO,2024-01-30 16:00:00,100400.012
SummeEKV_SLP_MGO,2024-01-31 16:00:00,97268.296
SummeEKV_SLP_MGO,2024-02-01 16:00:00,87546.02
SummeEKV_SLP_MGO,2024-02-02 16:00:00,75165.863
SummeEKV_SLP_MGO,2024-02-03 16:00:00,64530.118
SummeEKV_SLP_MGO,2024-02-04 16:00:00,55122.586
SummeEKV_SLP_MGO,2024-02-05 16:00:00,49246.931
SummeEKV_SLP_MGO,2024-02-06 16:00:00,49343.345
SummeEKV_SLP_MGO,2024-02-07 16:00:00,48594.037
SummeEKV_SLP_MGO,2024-02-08 16:00:00,48984.191
SummeEKV_SLP_MGO,2024-02-09 16:00:00,50714.794
SummeEKV_SLP_MGO,2024-02-10 16:00:00,51020.111
SummeEKV_SLP_MGO,2024-02-11 16:00:00,51223.025
SummeEKV_SLP_MGO,2024-02-12 16:00:00,54294.026
SummeEKV_SLP_MGO,2024-02-13 16:00:00,60029.306
SummeEKV_SLP_MGO,2024-02-14 16:00:00,59351.747
SummeEKV_SLP_MGO,2024-02-15 16:00:00,55164.357
SummeEKV_SLP_MGO,2024-02-16 16:00:00,56470.38
SummeEKV_SLP_MGO,2024-02-17 16:00:00,56031.417
SummeEKV_SLP_MGO,2024-02-18 16:00:00,56623.421
SummeEKV_SLP_MGO,2024-02-19 16:00:00,57390.709
SummeEKV_SLP_MGO,2024-02-20 16:00:00,55942.822
SummeEKV_SLP_MGO,2024-02-21 16:00:00,57613.312
SummeEKV_SLP_MGO,2024-02-22 16:00:00,60857.891
SummeEKV_SLP_MGO,2024-02-23 16:00:00,64336.269
SummeEKV_SLP_MGO,2024-02-24 16:00:00,69341.715
