,datetime,station_name,value_mwhd
117,2024-04-13 21:00:00,GDK-Mellach Linie 20,0.0
118,2024-04-13 22:00:00,GDK-Mellach Linie 20,0.0
119,2024-04-13 23:00:00,GDK-Mellach Linie 20,0.0
120,2024-04-13 00:00:00,Kraftwerk Timelkam GUD,0.0
121,2024-04-13 01:00:00,Kraftwerk Timelkam GUD,0.0
122,2024-04-13 02:00:00,Kraftwerk Timelkam GUD,0.0
123,2024-04-13 03:00:00,Kraftwerk Timelkam GUD,0.0
124,2024-04-13 04:00:00,Kraftwerk Timelkam GUD,0.0
125,2024-04-13 05:00:00,Kraftwerk Timelkam GUD,0.0
126,2024-04-13 06:00:00,Kraftwerk Timelkam GUD,0.0
127,2024-04-13 07:00:00,Kraftwerk Timelkam GUD,0.0
128,2024-04-13 08:00:00,Kraftwerk Timelkam GUD,0.0
129,2024-04-13 09:00:00,Kraftwerk Timelkam GUD,0.0
130,2024-04-13 10:00:00,Kraftwerk Timelkam GUD,0.0
131,2024-04-13 11:00:00,Kraftwerk Timelkam GUD,0.0
132,2024-04-13 12:00:00,Kraftwerk Timelkam GUD,0.0
133,2024-04-13 13:00:00,Kraftwerk Timelkam GUD,0.0
134,2024-04-13 14:00:00,Kraftwerk Timelkam GUD,0.0
135,2024-04-13 15:00:00,Kraftwerk Timelkam GUD,0.0
136,2024-04-13 16:00:00,Kraftwerk Timelkam GUD,0.0
137,2024-04-13 17:00:00,Kraftwerk Timelkam GUD,0.0
138,2024-04-13 18:00:00,Kraftwerk Timelkam GUD,0.0
139,2024-04-13 19:00:00,Kraftwerk Timelkam GUD,0.0
140,2024-04-13 20:00:00,Kraftwerk Timelkam GUD,0.0
141,2024-04-13 21:00:00,Kraftwerk Timelkam GUD,0.0
142,2024-04-13 22:00:00,Kraftwerk Timelkam GUD,0.0
143,2024-04-13 23:00:00,Kraftwerk Timelkam GUD,0.0
144,2024-04-13 00:00:00,KW Theiß M3,0.0
145,2024-04-13 01:00:00,KW Theiß M3,0.0
146,2024-04-13 02:00:00,KW Theiß M3,0.0
147,2024-04-13 03:00:00,KW Theiß M3,0.0
148,2024-04-13 04:00:00,KW Theiß M3,0.0
149,2024-04-13 05:00:00,KW Theiß M3,0.0
150,2024-04-13 06:00:00,KW Theiß M3,0.0
151,2024-04-13 07:00:00,KW Theiß M3,0.0
152,2024-04-13 08:00:00,KW Theiß M3,0.0
153,2024-04-13 09:00:00,KW Theiß M3,0.0
154,2024-04-13 10:00:00,KW Theiß M3,0.0
155,2024-04-13 11:00:00,KW Theiß M3,0.0
156,2024-04-13 12:00:00,KW Theiß M3,0.0
157,2024-04-13 13:00:00,KW Theiß M3,0.0
158,2024-04-13 14:00:00,KW Theiß M3,0.0
159,2024-04-13 15:00:00,KW Theiß M3,0.0
160,2024-04-13 16:00:00,KW Theiß M3,0.0
161,2024-04-13 17:00:00,KW Theiß M3,0.0
162,2024-04-13 18:00:00,KW Theiß M3,0.0
163,2024-04-13 19:00:00,KW Theiß M3,0.0
164,2024-04-13 20:00:00,KW Theiß M3,0.0
165,2024-04-13 21:00:00,KW Theiß M3,0.0
166,2024-04-13 22:00:00,KW Theiß M3,0.0
167,2024-04-13 23:00:00,KW Theiß M3,0.0
168,2024-04-13 00:00:00,KW Theiß M5,0.0
169,2024-04-13 01:00:00,KW Theiß M5,0.0
170,2024-04-13 02:00:00,KW Theiß M5,0.0
171,2024-04-13 03:00:00,KW Theiß M5,0.0
172,2024-04-13 04:00:00,KW Theiß M5,0.0
173,2024-04-13 05:00:00,KW Theiß M5,0.0
174,2024-04-13 06:00:00,KW Theiß M5,0.0
175,2024-04-13 07:00:00,KW Theiß M5,0.0
176,2024-04-13 08:00:00,KW Theiß M5,0.0
177,2024-04-13 09:00:00,KW Theiß M5,0.0
178,2024-04-13 10:00:00,KW Theiß M5,0.0
179,2024-04-13 11:00:00,KW Theiß M5,0.0
180,2024-04-13 12:00:00,KW Theiß M5,0.0
181,2024-04-13 13:00:00,KW Theiß M5,0.0
182,2024-04-13 14:00:00,KW Theiß M5,0.0
183,2024-04-13 15:00:00,KW Theiß M5,0.0
184,2024-04-13 16:00:00,KW Theiß M5,0.0
185,2024-04-13 17:00:00,KW Theiß M5,0.0
186,2024-04-13 18:00:00,KW Theiß M5,0.0
187,2024-04-13 19:00:00,KW Theiß M5,0.0
188,2024-04-13 20:00:00,KW Theiß M5,0.0
189,2024-04-13 21:00:00,KW Theiß M5,0.0
190,2024-04-13 22:00:00,KW Theiß M5,0.0
191,2024-04-13 23:00:00,KW Theiß M5,0.0
192,2024-04-13 00:00:00,Lau GuD,0.0
193,2024-04-13 01:00:00,Lau GuD,0.0
194,2024-04-13 02:00:00,Lau GuD,0.0
195,2024-04-13 03:00:00,Lau GuD,0.0
196,2024-04-13 04:00:00,Lau GuD,0.0
197,2024-04-13 05:00:00,Lau GuD,0.0
198,2024-04-13 06:00:00,Lau GuD,0.0
199,2024-04-13 07:00:00,Lau GuD,0.0
200,2024-04-13 08:00:00,Lau GuD,0.0
201,2024-04-13 09:00:00,Lau GuD,0.0
202,2024-04-13 10:00:00,Lau GuD,0.0
203,2024-04-13 11:00:00,Lau GuD,0.0
204,2024-04-13 12:00:00,Lau GuD,0.0
205,2024-04-13 13:00:00,Lau GuD,0.0
206,2024-04-13 14:00:00,Lau GuD,0.0
207,2024-04-13 15:00:00,Lau GuD,0.0
208,2024-04-13 16:00:00,Lau GuD,0.0
209,2024-04-13 17:00:00,Lau GuD,0.0
210,2024-04-13 18:00:00,Lau GuD,0.0
211,2024-04-13 19:00:00,Lau GuD,0.0
212,2024-04-13 20:00:00,Lau GuD,0.0
213,2024-04-13 21:00:00,Lau GuD,0.0
214,2024-04-13 22:00:00,Lau GuD,0.0
215,2024-04-13 23:00:00,Lau GuD,0.0
216,2024-04-13 00:00:00,Sim1_DT,0.0
217,2024-04-13 01:00:00,Sim1_DT,0.0
218,2024-04-13 02:00:00,Sim1_DT,0.0
219,2024-04-13 03:00:00,Sim1_DT,0.0
220,2024-04-13 04:00:00,Sim1_DT,0.0
221,2024-04-13 05:00:00,Sim1_DT,0.0
222,2024-04-13 06:00:00,Sim1_DT,0.0
223,2024-04-13 07:00:00,Sim1_DT,0.0
224,2024-04-13 08:00:00,Sim1_DT,0.0
225,2024-04-13 09:00:00,Sim1_DT,0.0
226,2024-04-13 10:00:00,Sim1_DT,0.0
227,2024-04-13 11:00:00,Sim1_DT,0.0
228,2024-04-13 12:00:00,Sim1_DT,0.0
229,2024-04-13 13:00:00,Sim1_DT,0.0
230,2024-04-13 14:00:00,Sim1_DT,0.0
231,2024-04-13 15:00:00,Sim1_DT,0.0
232,2024-04-13 16:00:00,Sim1_DT,0.0
233,2024-04-13 17:00:00,Sim1_DT,0.0
234,2024-04-13 18:00:00,Sim1_DT,0.0
235,2024-04-13 19:00:00,Sim1_DT,0.0
236,2024-04-13 20:00:00,Sim1_DT,0.0
237,2024-04-13 21:00:00,Sim1_DT,0.0
238,2024-04-13 22:00:00,Sim1_DT,0.0
239,2024-04-13 23:00:00,Sim1_DT,0.0
240,2024-04-13 00:00:00,Sim1_GT41,0.0
241,2024-04-13 01:00:00,Sim1_GT41,0.0
242,2024-04-13 02:00:00,Sim1_GT41,0.0
243,2024-04-13 03:00:00,Sim1_GT41,0.0
244,2024-04-13 04:00:00,Sim1_GT41,0.0
245,2024-04-13 05:00:00,Sim1_GT41,0.0
246,2024-04-13 06:00:00,Sim1_GT41,0.0
247,2024-04-13 07:00:00,Sim1_GT41,0.0
248,2024-04-13 08:00:00,Sim1_GT41,0.0
249,2024-04-13 09:00:00,Sim1_GT41,0.0
250,2024-04-13 10:00:00,Sim1_GT41,0.0
251,2024-04-13 11:00:00,Sim1_GT41,0.0
252,2024-04-13 12:00:00,Sim1_GT41,0.0
253,2024-04-13 13:00:00,Sim1_GT41,0.0
254,2024-04-13 14:00:00,Sim1_GT41,0.0
255,2024-04-13 15:00:00,Sim1_GT41,0.0
256,2024-04-13 16:00:00,Sim1_GT41,0.0
257,2024-04-13 17:00:00,Sim1_GT41,0.0
258,2024-04-13 18:00:00,Sim1_GT41,0.0
259,2024-04-13 19:00:00,Sim1_GT41,0.0
260,2024-04-13 20:00:00,Sim1_GT41,0.0
261,2024-04-13 21:00:00,Sim1_GT41,0.0
262,2024-04-13 22:00:00,Sim1_GT41,0.0
263,2024-04-13 23:00:00,Sim1_GT41,0.0
264,2024-04-13 00:00:00,Sim1_GT42,0.0
265,2024-04-13 01:00:00,Sim1_GT42,0.0
266,2024-04-13 02:00:00,Sim1_GT42,0.0
267,2024-04-13 03:00:00,Sim1_GT42,0.0
268,2024-04-13 04:00:00,Sim1_GT42,0.0
269,2024-04-13 05:00:00,Sim1_GT42,0.0
270,2024-04-13 06:00:00,Sim1_GT42,0.0
271,2024-04-13 07:00:00,Sim1_GT42,0.0
272,2024-04-13 08:00:00,Sim1_GT42,0.0
273,2024-04-13 09:00:00,Sim1_GT42,0.0
274,2024-04-13 10:00:00,Sim1_GT42,0.0
275,2024-04-13 11:00:00,Sim1_GT42,0.0
276,2024-04-13 12:00:00,Sim1_GT42,0.0
277,2024-04-13 13:00:00,Sim1_GT42,0.0
278,2024-04-13 14:00:00,Sim1_GT42,0.0
279,2024-04-13 15:00:00,Sim1_GT42,0.0
280,2024-04-13 16:00:00,Sim1_GT42,0.0
281,2024-04-13 17:00:00,Sim1_GT42,0.0
282,2024-04-13 18:00:00,Sim1_GT42,0.0
283,2024-04-13 19:00:00,Sim1_GT42,0.0
284,2024-04-13 20:00:00,Sim1_GT42,0.0
285,2024-04-13 21:00:00,Sim1_GT42,0.0
286,2024-04-13 22:00:00,Sim1_GT42,0.0
287,2024-04-13 23:00:00,Sim1_GT42,0.0
288,2024-04-13 00:00:00,Sim3_DT,0.0
289,2024-04-13 01:00:00,Sim3_DT,0.0
290,2024-04-13 02:00:00,Sim3_DT,0.0
291,2024-04-13 03:00:00,Sim3_DT,0.0
292,2024-04-13 04:00:00,Sim3_DT,0.0
293,2024-04-13 05:00:00,Sim3_DT,0.0
294,2024-04-13 06:00:00,Sim3_DT,0.0
295,2024-04-13 07:00:00,Sim3_DT,0.0
296,2024-04-13 08:00:00,Sim3_DT,0.0
297,2024-04-13 09:00:00,Sim3_DT,0.0
298,2024-04-13 10:00:00,Sim3_DT,0.0
299,2024-04-13 11:00:00,Sim3_DT,0.0
300,2024-04-13 12:00:00,Sim3_DT,0.0
301,2024-04-13 13:00:00,Sim3_DT,0.0
302,2024-04-13 14:00:00,Sim3_DT,0.0
303,2024-04-13 15:00:00,Sim3_DT,0.0
304,2024-04-13 16:00:00,Sim3_DT,0.0
305,2024-04-13 17:00:00,Sim3_DT,0.0
306,2024-04-13 18:00:00,Sim3_DT,0.0
307,2024-04-13 19:00:00,Sim3_DT,0.0
308,2024-04-13 20:00:00,Sim3_DT,0.0
309,2024-04-13 21:00:00,Sim3_DT,0.0
310,2024-04-13 22:00:00,Sim3_DT,0.0
311,2024-04-13 23:00:00,Sim3_DT,0.0
312,2024-04-14 00:00:00,Block 07 Linz,140.0
313,2024-04-14 01:00:00,Block 07 Linz,140.0
314,2024-04-14 02:00:00,Block 07 Linz,140.0
315,2024-04-14 03:00:00,Block 07 Linz,139.0
316,2024-04-14 04:00:00,Block 07 Linz,139.0
317,2024-04-14 05:00:00,Block 07 Linz,139.0
318,2024-04-14 06:00:00,Block 07 Linz,139.0
319,2024-04-14 07:00:00,Block 07 Linz,139.0
320,2024-04-14 08:00:00,Block 07 Linz,138.0
321,2024-04-14 09:00:00,Block 07 Linz,139.0
322,2024-04-14 10:00:00,Block 07 Linz,135.0
323,2024-04-14 11:00:00,Block 07 Linz,130.0
324,2024-04-14 12:00:00,Block 07 Linz,127.0
325,2024-04-14 13:00:00,Block 07 Linz,127.0
326,2024-04-14 14:00:00,Block 07 Linz,132.0
327,2024-04-14 15:00:00,Block 07 Linz,137.0
328,2024-04-14 16:00:00,Block 07 Linz,140.0
329,2024-04-14 17:00:00,Block 07 Linz,139.0
330,2024-04-14 18:00:00,Block 07 Linz,138.0
331,2024-04-14 19:00:00,Block 07 Linz,143.0
332,2024-04-14 20:00:00,Block 07 Linz,143.0
333,2024-04-14 21:00:00,Block 07 Linz,143.0
334,2024-04-14 22:00:00,Block 07 Linz,142.0
335,2024-04-14 23:00:00,Block 07 Linz,139.0
336,2024-04-15 00:00:00,Block 07 Linz,138.0
337,2024-04-15 01:00:00,Block 07 Linz,138.0
338,2024-04-15 02:00:00,Block 07 Linz,138.0
339,2024-04-15 03:00:00,Block 07 Linz,137.0
340,2024-04-15 04:00:00,Block 07 Linz,134.0
341,2024-04-15 05:00:00,Block 07 Linz,132.0
342,2024-04-15 06:00:00,Block 07 Linz,129.0
343,2024-04-15 07:00:00,Block 07 Linz,128.0
344,2024-04-15 08:00:00,Block 07 Linz,117.0
345,2024-04-15 09:00:00,Block 07 Linz,106.0
346,2024-04-15 10:00:00,Block 07 Linz,127.0
347,2024-04-15 11:00:00,Block 07 Linz,141.0
348,2024-04-15 12:00:00,Block 07 Linz,141.0
349,2024-04-15 13:00:00,Block 07 Linz,142.0
350,2024-04-15 14:00:00,Block 07 Linz,142.0
351,2024-04-15 15:00:00,Block 07 Linz,142.0
352,2024-04-15 16:00:00,Block 07 Linz,142.0
353,2024-04-15 17:00:00,Block 07 Linz,128.0
354,2024-04-15 18:00:00,Block 07 Linz,129.0
355,2024-04-15 19:00:00,Block 07 Linz,134.0
356,2024-04-15 20:00:00,Block 07 Linz,141.0
357,2024-04-15 21:00:00,Block 07 Linz,142.0
358,2024-04-15 22:00:00,Block 07 Linz,138.0
359,2024-04-15 23:00:00,Block 07 Linz,135.0
360,2024-04-16 00:00:00,Block 07 Linz,142.0
361,2024-04-16 01:00:00,Block 07 Linz,140.0
362,2024-04-16 02:00:00,Block 07 Linz,134.0
363,2024-04-16 03:00:00,Block 07 Linz,133.0
364,2024-04-16 04:00:00,Block 07 Linz,133.0
365,2024-04-16 05:00:00,Block 07 Linz,132.0
366,2024-04-16 06:00:00,Block 07 Linz,137.0
367,2024-04-16 07:00:00,Block 07 Linz,114.0
368,2024-04-16 08:00:00,Block 07 Linz,102.0
369,2024-04-16 09:00:00,Block 07 Linz,98.0
370,2024-04-16 10:00:00,Block 07 Linz,98.0
371,2024-04-16 11:00:00,Block 07 Linz,109.0
372,2024-04-16 12:00:00,Block 07 Linz,134.0
373,2024-04-16 13:00:00,Block 07 Linz,135.0
374,2024-04-16 14:00:00,Block 07 Linz,142.0
375,2024-04-16 15:00:00,Block 07 Linz,143.0
376,2024-04-16 16:00:00,Block 07 Linz,143.0
377,2024-04-16 17:00:00,Block 07 Linz,139.0
378,2024-04-16 18:00:00,Block 07 Linz,141.0
379,2024-04-16 19:00:00,Block 07 Linz,141.0
380,2024-04-16 20:00:00,Block 07 Linz,141.0
381,2024-04-16 21:00:00,Block 07 Linz,142.0
382,2024-04-16 22:00:00,Block 07 Linz,143.0
383,2024-04-16 23:00:00,Block 07 Linz,143.0
384,2024-04-17 00:00:00,Block 07 Linz,140.0
385,2024-04-17 01:00:00,Block 07 Linz,142.0
386,2024-04-17 02:00:00,Block 07 Linz,142.0
387,2024-04-17 03:00:00,Block 07 Linz,142.0
388,2024-04-17 04:00:00,Block 07 Linz,140.0
389,2024-04-17 05:00:00,Block 07 Linz,139.0
390,2024-04-17 06:00:00,Block 07 Linz,139.0
391,2024-04-17 07:00:00,Block 07 Linz,139.0
392,2024-04-17 08:00:00,Block 07 Linz,140.0
393,2024-04-17 09:00:00,Block 07 Linz,140.0
394,2024-04-17 10:00:00,Block 07 Linz,141.0
395,2024-04-17 11:00:00,Block 07 Linz,141.0
396,2024-04-17 12:00:00,Block 07 Linz,144.0
397,2024-04-17 13:00:00,Block 07 Linz,141.0
398,2024-04-17 14:00:00,Block 07 Linz,134.0
399,2024-04-17 15:00:00,Block 07 Linz,133.0
400,2024-04-17 16:00:00,Block 07 Linz,133.0
401,2024-04-17 17:00:00,Block 07 Linz,133.0
402,2024-04-17 18:00:00,Block 07 Linz,133.0
403,2024-04-17 19:00:00,Block 07 Linz,137.0
404,2024-04-17 20:00:00,Block 07 Linz,143.0
405,2024-04-17 21:00:00,Block 07 Linz,139.0
406,2024-04-17 22:00:00,Block 07 Linz,135.0
407,2024-04-17 23:00:00,Block 07 Linz,139.0
408,2024-04-18 00:00:00,Block 07 Linz,137.0
409,2024-04-18 01:00:00,Block 07 Linz,129.0
410,2024-04-18 02:00:00,Block 07 Linz,130.0
411,2024-04-18 03:00:00,Block 07 Linz,136.0
412,2024-04-18 04:00:00,Block 07 Linz,134.0
413,2024-04-18 05:00:00,Block 07 Linz,138.0
414,2024-04-18 06:00:00,Block 07 Linz,140.0
415,2024-04-18 07:00:00,Block 07 Linz,140.0
416,2024-04-18 08:00:00,Block 07 Linz,141.0
417,2024-04-18 09:00:00,Block 07 Linz,141.0
418,2024-04-18 10:00:00,Block 07 Linz,140.0
419,2024-04-18 11:00:00,Block 07 Linz,140.0
420,2024-04-18 12:00:00,Block 07 Linz,138.0
421,2024-04-18 13:00:00,Block 07 Linz,138.0
422,2024-04-18 14:00:00,Block 07 Linz,124.0
423,2024-04-18 15:00:00,Block 07 Linz,125.0
424,2024-04-18 16:00:00,Block 07 Linz,132.0
425,2024-04-18 17:00:00,Block 07 Linz,131.0
426,2024-04-18 18:00:00,Block 07 Linz,131.0
427,2024-04-18 19:00:00,Block 07 Linz,130.0
428,2024-04-18 20:00:00,Block 07 Linz,136.0
429,2024-04-18 21:00:00,Block 07 Linz,137.0
430,2024-04-18 22:00:00,Block 07 Linz,136.0
431,2024-04-18 23:00:00,Block 07 Linz,123.0
432,2024-04-19 00:00:00,Block 07 Linz,127.0
433,2024-04-19 01:00:00,Block 07 Linz,135.0
434,2024-04-19 02:00:00,Block 07 Linz,134.0
435,2024-04-19 03:00:00,Block 07 Linz,133.0
436,2024-04-19 04:00:00,Block 07 Linz,134.0
437,2024-04-19 05:00:00,Block 07 Linz,139.0
438,2024-04-19 06:00:00,Block 07 Linz,139.0
439,2024-04-19 07:00:00,Block 07 Linz,137.0
440,2024-04-19 08:00:00,Block 07 Linz,134.0
441,2024-04-19 09:00:00,Block 07 Linz,135.0
442,2024-04-19 10:00:00,Block 07 Linz,137.0
443,2024-04-19 11:00:00,Block 07 Linz,139.0
444,2024-04-19 12:00:00,Block 07 Linz,137.0
445,2024-04-19 13:00:00,Block 07 Linz,132.0
446,2024-04-19 14:00:00,Block 07 Linz,132.0
447,2024-04-19 15:00:00,Block 07 Linz,132.0
448,2024-04-19 16:00:00,Block 07 Linz,132.0
449,2024-04-19 17:00:00,Block 07 Linz,125.0
450,2024-04-19 18:00:00,Block 07 Linz,123.0
451,2024-04-19 19:00:00,Block 07 Linz,130.0
452,2024-04-19 20:00:00,Block 07 Linz,130.0
453,2024-04-19 21:00:00,Block 07 Linz,129.0
454,2024-04-19 22:00:00,Block 07 Linz,127.0
455,2024-04-19 23:00:00,Block 07 Linz,126.0
456,2024-04-20 00:00:00,Block 07 Linz,134.0
457,2024-04-20 01:00:00,Block 07 Linz,134.0
458,2024-04-20 02:00:00,Block 07 Linz,134.0
459,2024-04-20 03:00:00,Block 07 Linz,132.0
460,2024-04-20 04:00:00,Block 07 Linz,131.0
461,2024-04-20 05:00:00,Block 07 Linz,131.0
462,2024-04-20 06:00:00,Block 07 Linz,131.0
463,2024-04-20 07:00:00,Block 07 Linz,131.0
464,2024-04-20 08:00:00,Block 07 Linz,133.0
465,2024-04-20 09:00:00,Block 07 Linz,136.0
466,2024-04-20 10:00:00,Block 07 Linz,136.0
467,2024-04-20 11:00:00,Block 07 Linz,136.0
468,2024-04-20 12:00:00,Block 07 Linz,140.0
469,2024-04-20 13:00:00,Block 07 Linz,140.0
470,2024-04-20 14:00:00,Block 07 Linz,140.0
471,2024-04-20 15:00:00,Block 07 Linz,139.0
472,2024-04-20 16:00:00,Block 07 Linz,136.0
473,2024-04-20 17:00:00,Block 07 Linz,139.0
474,2024-04-20 18:00:00,Block 07 Linz,140.0
475,2024-04-20 19:00:00,Block 07 Linz,140.0
476,2024-04-20 20:00:00,Block 07 Linz,141.0
477,2024-04-20 21:00:00,Block 07 Linz,142.0
478,2024-04-20 22:00:00,Block 07 Linz,135.0
479,2024-04-20 23:00:00,Block 07 Linz,133.0
480,2024-04-21 00:00:00,Block 07 Linz,125.0
481,2024-04-21 01:00:00,Block 07 Linz,125.0
482,2024-04-21 02:00:00,Block 07 Linz,125.0
483,2024-04-21 03:00:00,Block 07 Linz,124.0
484,2024-04-21 04:00:00,Block 07 Linz,128.0
485,2024-04-21 05:00:00,Block 07 Linz,129.0
486,2024-04-21 06:00:00,Block 07 Linz,129.0
487,2024-04-21 07:00:00,Block 07 Linz,129.0
488,2024-04-21 08:00:00,Block 07 Linz,129.0
489,2024-04-21 09:00:00,Block 07 Linz,135.0
490,2024-04-21 10:00:00,Block 07 Linz,137.0
491,2024-04-21 11:00:00,Block 07 Linz,133.0
